caseno,typeofclaim,InvoiceVoucherDate,debtwarningdate,mainamount,mainamountbalance,casestate,ageofclaim_months,courtclaim,postacode,debage,paidamount
53356,loan,00:00.0,11/12/2019,540,540,DS Non Legal,19,0,7318,44,0
53359,loan,00:00.0,11/12/2019,5129,5129,DS Non Legal,19,0,7081,34,0
53371,loan,00:00.0,11/12/2019,3480,3480,DS Non Legal,19,0,7224,55,0
53383,loan,00:00.0,11/12/2019,767,767,DS Non Legal,19,0,7805,41,0
53392,loan,00:00.0,11/12/2019,300,300,DS Non Legal,19,0,3174,33,0
53398,loan,00:00.0,11/12/2019,1190,1190,DS Non Legal,19,0,7507,86,0
53242,loan,00:00.0,11/12/2019,74,74,DS Non Legal,19,0,7670,38,0
53245,loan,00:00.0,11/12/2019,591,591,DS Non Legal,19,0,7074,53,0
53248,loan,00:00.0,11/12/2019,148,148,DS Non Legal,19,0,1950,48,0
53254,loan,00:00.0,11/12/2019,552,552,DS Non Legal,19,0,7504,29,0
53257,loan,00:00.0,11/12/2019,3224,3224,DS Non Legal,19,0,7332,41,0
53851,loan,00:00.0,11/12/2019,1357,1357,DS Non Legal,19,0,7058,71,0
53854,loan,00:00.0,11/12/2019,1882,1882,DS Non Legal,19,0,7224,25,0
53857,loan,00:00.0,11/12/2019,2601,2601,DS Non Legal,19,0,8614,26,0
53860,loan,00:00.0,11/12/2019,99,99,DS Non Legal,19,0,7048,40,0
53866,loan,00:00.0,11/12/2019,162,162,DS Non Legal,19,0,7045,66,0
53869,loan,00:00.0,11/12/2019,410,410,DS Non Legal,19,0,7332,31,0
53872,loan,00:00.0,11/12/2019,85,85,DS Non Legal,19,0,5960,60,0
53659,loan,00:00.0,11/12/2019,96,96,DS Non Legal,19,0,6210,43,0
53665,loan,00:00.0,11/12/2019,3207,3207,DS Non Legal,19,0,7353,38,0
55842,loan,00:00.0,11/12/2019,707,707,DS Non Legal,19,0,7021,38,0
55845,loan,00:00.0,11/12/2019,124,124,DS Non Legal,19,0,7802,34,0
53674,loan,00:00.0,11/12/2019,5524,5524,DS Non Legal,19,0,7027,65,0
53677,loan,00:00.0,11/12/2019,2698,2698,DS Non Legal,19,0,7058,22,0
53680,loan,00:00.0,11/12/2019,3096,3096,DS Non Legal,19,0,7059,47,0
55776,loan,00:00.0,11/12/2019,269,269,DS Non Legal,19,0,7820,54,0
55779,loan,00:00.0,11/12/2019,135,135,DS Non Legal,19,0,4715,42,0
55782,loan,00:00.0,11/12/2019,853,853,DS Non Legal,19,0,8920,69,0
55791,loan,00:00.0,11/12/2019,440,440,DS Non Legal,19,0,7097,59,0
55794,loan,00:00.0,11/12/2019,409,409,DS Non Legal,19,0,7506,42,0
55806,loan,00:00.0,11/12/2019,591,591,DS Non Legal,19,0,7550,28,0
55809,loan,00:00.0,11/12/2019,74,74,DS Non Legal,19,0,1721,48,0
55815,loan,00:00.0,11/12/2019,153,153,DS Non Legal,19,0,3960,46,0
55818,loan,00:00.0,11/12/2019,1412,1412,DS Non Legal,19,0,7353,35,0
53926,loan,00:00.0,11/12/2019,872,872,DS Non Legal,19,0,7224,28,0
53932,loan,00:00.0,11/12/2019,4035,4035,DS Non Legal,19,0,7070,34,0
53935,loan,00:00.0,11/12/2019,1593,1593,DS Non Legal,19,0,7049,32,0
53941,loan,00:00.0,11/12/2019,1191,1191,DS Non Legal,19,0,7039,31,0
53944,loan,00:00.0,11/12/2019,634,634,DS Non Legal,19,0,7298,45,0
53950,loan,00:00.0,11/12/2019,122,122,DS Non Legal,19,0,6480,46,0
53962,loan,00:00.0,11/12/2019,169,169,DS Non Legal,19,0,6415,53,0
53965,loan,00:00.0,11/12/2019,281,281,DS Non Legal,19,0,7391,49,0
53974,loan,00:00.0,11/12/2019,135,135,DS Non Legal,19,0,7240,23,0
53995,loan,00:00.0,11/12/2019,610,610,DS Non Legal,19,0,7320,47,0
53998,loan,00:00.0,11/12/2019,735,735,DS Non Legal,19,0,7602,36,0
55020,loan,00:00.0,11/12/2019,287,287,DS Non Legal,19,0,9181,52,0
55023,loan,00:00.0,11/12/2019,74,74,DS Non Legal,19,0,2662,59,0
55026,loan,00:00.0,11/12/2019,529,529,DS Non Legal,19,0,7530,41,0
55029,loan,00:00.0,11/12/2019,1658,1658,DS Non Legal,19,0,7088,53,0
55044,loan,00:00.0,11/12/2019,3528,3528,DS Non Legal,19,0,7091,43,0
55053,loan,00:00.0,11/12/2019,182,182,DS Non Legal,19,0,7100,43,0
55056,loan,00:00.0,11/12/2019,82,82,DS Non Legal,19,0,7520,67,0
55059,loan,00:00.0,11/12/2019,829,829,DS Non Legal,19,0,7067,43,0
60875,loan,00:00.0,11/12/2019,84,84,DS Non Legal,20,0,7603,43,0
60843,loan,00:00.0,11/12/2019,168,168,DS Non Legal,20,0,7334,40,0
60851,loan,00:00.0,11/12/2019,1176,1176,DS Non Legal,20,0,7165,63,0
60854,loan,00:00.0,11/12/2019,168,168,DS Non Legal,20,0,7140,25,0
60860,loan,00:00.0,11/12/2019,168,168,DS Non Legal,20,0,7056,47,0
60866,loan,00:00.0,11/12/2019,168,168,DS Non Legal,20,0,7018,47,0
62187,loan,00:00.0,11/12/2019,428.8,428.8,DS Non Legal,20,0,8535,24,0
62189,loan,00:00.0,11/12/2019,1191.2,1191.2,DS Non Legal,20,0,8521,31,0
62191,loan,00:00.0,11/12/2019,1772,1772,DS Non Legal,20,0,8520,43,0
62193,loan,00:00.0,11/12/2019,1064.8,1064.8,DS Non Legal,20,0,3239,30,0
61156,loan,00:00.0,11/12/2019,84,84,DS Non Legal,19,0,2900,43,0
60886,loan,00:00.0,11/12/2019,588,588,DS Non Legal,20,0,7170,36,0
62138,loan,00:00.0,11/12/2019,4158.4,4158.4,DS Non Legal,20,0,8530,37,0
62141,loan,00:00.0,11/12/2019,774.4,774.4,DS Non Legal,20,0,9336,31,0
62155,loan,00:00.0,11/12/2019,726.4,726.4,DS Non Legal,20,0,9409,36,0
62099,loan,00:00.0,11/12/2019,1706.4,1706.4,DS Non Legal,20,0,8530,37,0
62106,loan,00:00.0,11/12/2019,873.6,873.6,DS Non Legal,20,0,9406,47,0
62116,loan,00:00.0,11/12/2019,548,548,DS Non Legal,20,0,9403,47,0
62124,loan,00:00.0,11/12/2019,769.6,769.6,DS Non Legal,20,0,9403,32,0
62127,loan,00:00.0,11/12/2019,739.2,739.2,DS Non Legal,20,0,9446,56,0
62129,loan,00:00.0,11/12/2019,478.4,478.4,DS Non Legal,20,0,9455,82,0
60822,loan,00:00.0,11/12/2019,3864,3864,DS Non Legal,20,0,7160,52,0
60831,loan,00:00.0,11/12/2019,168,168,DS Non Legal,20,0,7039,49,0
60215,loan,00:00.0,11/12/2019,640.8,640.8,DS Non Legal,20,0,8030,39,0
60220,loan,00:00.0,11/12/2019,220.8,220.8,DS Non Legal,20,0,8102,56,0
61164,loan,00:00.0,11/12/2019,504,504,DS Non Legal,20,0,7100,57,0
61169,loan,00:00.0,11/12/2019,588,588,DS Non Legal,20,0,7099,65,0
62166,loan,00:00.0,11/12/2019,2462.4,2462.4,DS Non Legal,20,0,9357,52,0
61202,loan,00:00.0,11/12/2019,84,84,DS Non Legal,20,0,7300,65,0
61205,loan,00:00.0,11/12/2019,168,168,DS Non Legal,20,0,7203,34,0
61208,loan,00:00.0,11/12/2019,168,168,DS Non Legal,20,0,7074,38,0
61217,loan,00:00.0,11/12/2019,504,504,DS Non Legal,20,0,7140,27,0
61220,loan,00:00.0,11/12/2019,84,84,DS Non Legal,20,0,7620,35,0
61771,loan,00:00.0,10/15/2019,166.4,166.4,DS Non Legal,21,0,9406,27,0
61773,loan,00:00.0,11/12/2019,180.8,180.8,DS Non Legal,20,0,8514,63,0
61776,loan,00:00.0,11/12/2019,457.6,457.6,DS Non Legal,20,0,9440,20,0
61226,loan,00:00.0,11/12/2019,168,168,DS Non Legal,20,0,7160,27,0
61229,loan,00:00.0,11/12/2019,84,84,DS Non Legal,20,0,7067,53,0
61175,loan,00:00.0,11/12/2019,84,84,DS Non Legal,20,0,7160,52,0
61178,loan,00:00.0,11/12/2019,168,168,DS Non Legal,20,0,6440,34,0
61787,loan,00:00.0,11/12/2019,288,288,DS Non Legal,20,0,9325,59,0
61790,loan,00:00.0,11/12/2019,1714.4,1714.4,DS Non Legal,20,0,673,34,0
61795,loan,00:00.0,11/12/2019,624,624,DS Non Legal,20,0,9402,26,0
61797,loan,00:00.0,11/12/2019,624,624,DS Non Legal,20,0,8300,22,0
61803,loan,00:00.0,11/12/2019,824,824,DS Non Legal,20,0,9403,64,0
61701,loan,00:00.0,11/12/2019,1164.8,1164.8,DS Non Legal,20,0,8664,45,0
61827,loan,00:00.0,11/12/2019,808.8,808.8,DS Non Legal,20,0,9402,47,0
61675,loan,00:00.0,11/12/2019,430.4,430.4,DS Non Legal,20,0,3227,30,0
61681,loan,00:00.0,11/12/2019,3361,3361,DS Non Legal,20,0,8659,34,0
61690,loan,00:00.0,11/12/2019,540,540,DS Non Legal,21,0,8647,33,0
61706,loan,00:00.0,11/12/2019,267.7,267.7,DS Non Legal,20,0,2165,60,0
61235,loan,00:00.0,11/12/2019,588,588,DS Non Legal,20,0,7114,30,0
61238,loan,00:00.0,11/12/2019,84,84,DS Non Legal,20,0,7160,41,0
61256,loan,00:00.0,11/12/2019,1008,1008,DS Non Legal,20,0,7167,24,0
61259,loan,00:00.0,11/12/2019,84,84,DS Non Legal,20,0,7167,51,0
61262,loan,00:00.0,11/12/2019,168,168,DS Non Legal,20,0,2390,50,0
61274,loan,00:00.0,11/12/2019,168,168,DS Non Legal,20,0,7653,80,0
61283,loan,00:00.0,11/12/2019,168,168,DS Non Legal,20,0,7630,42,0
61286,loan,00:00.0,11/12/2019,588,588,DS Non Legal,20,0,1605,32,0
61301,loan,00:00.0,11/12/2019,168,168,DS Non Legal,20,0,7081,63,0
62421,loan,00:00.0,11/30/2019,198,198,DS Non Legal,19,0,6010,999,0
62422,loan,00:00.0,11/30/2019,79,79,DS Non Legal,19,0,1392,999,0
62412,loan,00:00.0,11/26/2019,2430,2430,DS Non Legal,22,0,7350,43,0
64938,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,598,43,0
64939,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,7716,23,0
64940,loan,00:00.0,12/7/2019,158,158,DS Non Legal,19,0,2850,25,0
64941,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,4630,38,0
64943,loan,00:00.0,12/7/2019,158,158,DS Non Legal,19,0,5529,33,0
64944,loan,00:00.0,12/7/2019,199,199,DS Non Legal,19,0,2070,38,0
64945,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,4016,57,0
64946,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,1523,61,0
64947,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,4120,57,0
64950,loan,00:00.0,12/7/2019,158,158,DS Non Legal,19,0,4100,36,0
64955,loan,00:00.0,12/7/2019,158,158,DS Non Legal,19,0,2080,26,0
64956,loan,00:00.0,12/7/2019,158,158,DS Non Legal,19,0,3031,36,0
64970,loan,00:00.0,12/7/2019,158,158,DS Non Legal,19,0,2380,45,0
64971,loan,00:00.0,12/7/2019,199,199,DS Non Legal,19,0,1738,42,0
64972,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,2160,36,0
64973,loan,00:00.0,12/7/2019,158,158,DS Non Legal,19,0,1270,56,0
64974,loan,00:00.0,12/7/2019,299,299,DS Non Legal,19,0,8626,38,0
64975,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,1821,27,0
64976,loan,00:00.0,12/7/2019,158,158,DS Non Legal,19,0,3179,55,0
64977,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,5094,53,0
64978,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,1621,56,0
64980,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,4920,44,0
64982,loan,00:00.0,12/7/2019,278,278,DS Non Legal,19,0,2270,32,0
64983,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,8372,35,0
64984,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,8415,61,0
64985,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,5161,51,0
65002,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,7027,23,0
65003,loan,00:00.0,12/7/2019,158,158,DS Non Legal,19,0,3115,32,0
65004,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,2384,66,0
65005,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,1747,42,0
65007,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,3440,43,0
65008,loan,00:00.0,12/7/2019,199,199,DS Non Legal,19,0,9845,74,0
65016,loan,00:00.0,12/7/2019,158,158,DS Non Legal,19,0,9800,54,0
64987,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,367,66,0
64988,loan,00:00.0,12/7/2019,158,158,DS Non Legal,19,0,5307,40,0
64990,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,2846,20,0
64991,loan,00:00.0,12/7/2019,299,299,DS Non Legal,19,0,5101,31,0
64993,loan,00:00.0,12/7/2019,299,299,DS Non Legal,19,0,186,24,0
64995,loan,00:00.0,12/7/2019,158,158,DS Non Legal,19,0,7227,27,0
64998,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,1725,23,0
65000,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,6906,21,0
65026,loan,00:00.0,12/7/2019,158,158,DS Non Legal,19,0,469,52,0
65027,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,6490,57,0
65029,loan,00:00.0,12/7/2019,158,158,DS Non Legal,19,0,1523,67,0
65030,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,5680,58,0
65031,loan,00:00.0,12/7/2019,357,357,DS Non Legal,19,0,3914,45,0
65033,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,2150,23,0
65036,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,4326,34,0
65037,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,2312,40,0
65039,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,1832,35,0
65040,loan,00:00.0,12/7/2019,158,158,DS Non Legal,19,0,4846,41,0
65041,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,2607,27,0
65044,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,4886,42,0
65051,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,6006,26,0
65052,loan,00:00.0,12/7/2019,79,79,DS Non Legal,19,0,9800,23,0
65055,loan,00:00.0,12/7/2019,158,158,DS Non Legal,19,0,4520,24,0
65057,loan,00:00.0,12/7/2019,158,158,DS Non Legal,19,0,6391,47,0
52933,loan,00:00.0,11/12/2019,85,85,DS Non Legal,19,0,9055,61,0
51455,loan,00:00.0,11/12/2019,7539,7539,DS Non Legal,19,0,7029,36,0
51458,loan,00:00.0,11/12/2019,158,158,DS Non Legal,19,0,662,35,0
51701,loan,00:00.0,11/12/2019,140,140,DS Non Legal,19,0,8145,47,0
51710,loan,00:00.0,11/12/2019,3046,3046,DS Non Legal,19,0,7562,38,0
51419,loan,00:00.0,11/12/2019,442,442,DS Non Legal,19,0,8664,47,0
51425,loan,00:00.0,11/12/2019,715,715,DS Non Legal,19,0,8803,61,0
51434,loan,00:00.0,11/12/2019,299,299,DS Non Legal,19,0,8294,48,0
51443,loan,00:00.0,11/12/2019,71,71,DS Non Legal,19,0,2634,37,0
51449,loan,00:00.0,11/12/2019,183,183,DS Non Legal,19,0,7088,32,0
51497,loan,00:00.0,11/12/2019,2519,2519,DS Non Legal,19,0,7357,30,0
55107,loan,00:00.0,11/12/2019,74,74,DS Non Legal,19,0,9050,64,0
55119,loan,00:00.0,11/12/2019,3907,3907,DS Non Legal,19,0,7048,47,0
55128,loan,00:00.0,11/12/2019,1049,1049,DS Non Legal,19,0,7563,39,0
55134,loan,00:00.0,11/12/2019,294,294,DS Non Legal,19,0,7177,58,0
55140,loan,00:00.0,11/12/2019,426,426,DS Non Legal,19,0,7200,51,0
55143,loan,00:00.0,11/12/2019,243,243,DS Non Legal,19,0,7517,39,0
51599,loan,00:00.0,11/12/2019,2147,2147,DS Non Legal,19,0,7024,47,0
51617,loan,00:00.0,11/12/2019,170,170,DS Non Legal,19,0,7520,53,0
51620,loan,00:00.0,11/12/2019,193,193,DS Non Legal,19,0,3612,59,0
51623,loan,00:00.0,11/12/2019,614,614,DS Non Legal,19,0,7620,23,0
51626,loan,00:00.0,11/12/2019,63,63,DS Non Legal,19,0,6210,41,0
51629,loan,00:00.0,11/12/2019,700,700,DS Non Legal,19,0,7507,55,0
51632,loan,00:00.0,11/12/2019,118,118,DS Non Legal,19,0,7940,31,0
51644,loan,00:00.0,11/12/2019,1260,1260,DS Non Legal,19,0,7550,40,0
51482,loan,00:00.0,11/12/2019,2142,2142,DS Non Legal,19,0,7058,42,0
51470,loan,00:00.0,11/12/2019,214,214,DS Non Legal,19,0,7819,35,0
51476,loan,00:00.0,11/12/2019,171,171,DS Non Legal,19,0,7212,33,0
55155,loan,00:00.0,11/12/2019,96,96,DS Non Legal,19,0,9845,48,0
55164,loan,00:00.0,11/12/2019,748,748,DS Non Legal,19,0,7730,59,0
55167,loan,00:00.0,11/12/2019,1646,1646,DS Non Legal,19,0,7530,57,0
57913,loan,00:00.0,11/21/2019,79,79,DS Non Legal,19,0,3628,56,0
57914,loan,00:00.0,11/21/2019,79,79,DS Non Legal,19,0,9517,60,0
57915,loan,00:00.0,11/21/2019,158,158,DS Non Legal,19,0,3035,45,0
57916,loan,00:00.0,11/21/2019,99,99,DS Non Legal,19,0,2266,56,0
57917,loan,00:00.0,11/21/2019,79,79,DS Non Legal,19,0,1715,22,0
57921,loan,00:00.0,11/22/2019,199,199,DS Non Legal,20,0,382,50,0
57922,loan,00:00.0,11/22/2019,199,199,DS Non Legal,20,0,1870,54,0
59518,loan,00:00.0,11/12/2019,1280,1280,DS Non Legal,19,0,7270,35,0
59543,loan,00:00.0,11/12/2019,768,768,DS Non Legal,19,0,7247,50,0
59551,loan,00:00.0,11/12/2019,512,512,DS Non Legal,19,0,7252,48,0
59556,loan,00:00.0,11/12/2019,256,256,DS Non Legal,19,0,7540,59,0
59560,loan,00:00.0,11/12/2019,640,640,DS Non Legal,19,0,7240,36,0
59563,loan,00:00.0,11/12/2019,512,512,DS Non Legal,19,0,1870,56,0
59418,loan,00:00.0,11/12/2019,854,854,DS Non Legal,19,0,7300,39,0
57881,loan,00:00.0,11/21/2019,79,79,DS Non Legal,19,0,8340,19,0
57883,loan,00:00.0,11/21/2019,278,278,DS Non Legal,19,0,3840,56,0
57885,loan,00:00.0,11/21/2019,79,79,DS Non Legal,19,0,5947,51,0
57896,loan,00:00.0,11/21/2019,158,158,DS Non Legal,19,0,1255,35,0
57897,loan,00:00.0,11/21/2019,498,498,DS Non Legal,19,0,5163,36,0
57898,loan,00:00.0,11/21/2019,79,79,DS Non Legal,19,0,8430,43,0
57899,loan,00:00.0,11/21/2019,79,79,DS Non Legal,19,0,2821,43,0
57901,loan,00:00.0,11/21/2019,79,79,DS Non Legal,19,0,5073,42,0
55185,loan,00:00.0,11/12/2019,531,531,DS Non Legal,19,0,6507,33,0
59411,loan,00:00.0,11/12/2019,128,128,DS Non Legal,19,0,7037,20,0
51659,loan,00:00.0,11/12/2019,1352,1352,DS Non Legal,19,0,7391,46,0
51662,loan,00:00.0,11/12/2019,378,378,DS Non Legal,19,0,7334,55,0
51665,loan,00:00.0,11/12/2019,540,540,DS Non Legal,19,0,7018,47,0
59351,loan,00:00.0,11/12/2019,1152,1152,DS Non Legal,19,0,7240,51,0
59360,loan,00:00.0,11/12/2019,256,256,DS Non Legal,19,0,7097,22,0
59375,loan,00:00.0,11/12/2019,2105,2105,DS Non Legal,19,0,7273,36,0
59378,loan,00:00.0,11/12/2019,128,128,DS Non Legal,19,0,7037,29,0
59381,loan,00:00.0,11/12/2019,512,512,DS Non Legal,19,0,2390,43,0
59384,loan,00:00.0,11/12/2019,856,856,DS Non Legal,19,0,7393,61,0
59387,loan,00:00.0,11/12/2019,512,512,DS Non Legal,19,0,7512,46,0
59390,loan,00:00.0,11/12/2019,256,256,DS Non Legal,19,0,7332,37,0
59392,loan,00:00.0,11/12/2019,185,185,DS Non Legal,19,0,7232,49,0
59395,loan,00:00.0,11/12/2019,256,256,DS Non Legal,19,0,7078,43,0
59678,loan,00:00.0,11/12/2019,114,114,DS Non Legal,19,0,7300,46,0
43933,loan,00:00.0,11/12/2019,199,199,DS Non Legal,19,0,6531,39,0
43918,loan,00:00.0,11/12/2019,1755,1755,DS Non Legal,19,0,7550,48,0
43927,loan,00:00.0,11/12/2019,351,351,DS Non Legal,19,0,7633,40,0
60287,loan,00:00.0,11/12/2019,795.3,795.3,DS Non Legal,20,0,9350,64,0
60329,loan,00:00.0,11/12/2019,482.4,482.4,DS Non Legal,20,0,8008,34,0
60342,loan,00:00.0,11/12/2019,1105.6,1105.6,DS Non Legal,20,0,8100,60,0
60346,loan,00:00.0,11/12/2019,4609.6,4609.6,DS Non Legal,20,0,8009,58,0
60361,loan,00:00.0,11/12/2019,780.8,780.8,DS Non Legal,20,0,8016,43,0
60380,loan,00:00.0,11/12/2019,857.6,857.6,DS Non Legal,20,0,8013,30,0
59631,loan,00:00.0,11/12/2019,256,256,DS Non Legal,19,0,7540,42,0
59619,loan,00:00.0,11/12/2019,256,256,DS Non Legal,19,0,7549,46,0
59646,loan,00:00.0,11/12/2019,256,256,DS Non Legal,19,0,7019,30,0
59652,loan,00:00.0,11/12/2019,384,384,DS Non Legal,19,0,7247,41,0
59655,loan,00:00.0,11/12/2019,512,512,DS Non Legal,19,0,7300,31,0
59667,loan,00:00.0,11/12/2019,228,228,DS Non Legal,19,0,7353,53,0
59571,loan,00:00.0,11/12/2019,256,256,DS Non Legal,19,0,7242,45,0
59573,loan,00:00.0,11/12/2019,512,512,DS Non Legal,19,0,7266,42,0
59578,loan,00:00.0,11/12/2019,768,768,DS Non Legal,19,0,6521,37,0
59587,loan,00:00.0,11/12/2019,256,256,DS Non Legal,19,0,7055,69,0
59589,loan,00:00.0,11/12/2019,1024,1024,DS Non Legal,19,0,7263,34,0
59602,loan,00:00.0,11/12/2019,640,640,DS Non Legal,19,0,7273,37,0
59605,loan,00:00.0,11/12/2019,199,199,DS Non Legal,19,0,7074,34,0
43966,loan,00:00.0,11/12/2019,487,487,DS Non Legal,19,0,7212,29,0
43969,loan,00:00.0,11/12/2019,1609,1609,DS Non Legal,19,0,7088,46,0
43972,loan,00:00.0,11/12/2019,2524,2524,DS Non Legal,19,0,7540,33,0
43978,loan,00:00.0,11/12/2019,923,923,DS Non Legal,19,0,7054,53,0
43954,loan,00:00.0,11/12/2019,3040,3040,DS Non Legal,19,0,7088,46,0
43957,loan,00:00.0,11/12/2019,63,63,DS Non Legal,19,0,7273,36,0
44008,loan,00:00.0,11/12/2019,148,148,DS Non Legal,19,0,7805,47,0
44011,loan,00:00.0,11/12/2019,313,313,DS Non Legal,19,0,7710,52,0
44017,loan,00:00.0,11/12/2019,148,148,DS Non Legal,19,0,1367,30,0
43996,loan,00:00.0,11/12/2019,787,787,DS Non Legal,19,0,7336,33,0
43999,loan,00:00.0,11/12/2019,592,592,DS Non Legal,19,0,7320,54,0
44002,loan,00:00.0,11/12/2019,363,363,DS Non Legal,19,0,7870,42,0
62020,loan,00:00.0,11/12/2019,609.6,609.6,DS Non Legal,20,0,8521,32,0
62024,loan,00:00.0,11/12/2019,509.6,509.6,DS Non Legal,20,0,9406,53,0
62050,loan,00:00.0,11/12/2019,691.2,691.2,DS Non Legal,20,0,9407,33,0
62055,loan,00:00.0,11/12/2019,509.6,509.6,DS Non Legal,20,0,9406,47,0
60162,loan,00:00.0,11/12/2019,256,256,DS Non Legal,19,0,7200,45,0
44032,loan,00:00.0,11/12/2019,59,59,DS Non Legal,19,0,673,40,0
44038,loan,00:00.0,11/12/2019,105,105,DS Non Legal,19,0,3560,39,0
44041,loan,00:00.0,11/12/2019,96,96,DS Non Legal,19,0,7607,40,0
44044,loan,00:00.0,11/12/2019,74,74,DS Non Legal,19,0,8403,49,0
44047,loan,00:00.0,11/12/2019,1215,1215,DS Non Legal,19,0,7212,31,0
44050,loan,00:00.0,11/12/2019,2421,2421,DS Non Legal,19,0,7023,29,0
44056,loan,00:00.0,11/12/2019,96,96,DS Non Legal,19,0,9470,41,0
44059,loan,00:00.0,11/12/2019,366,366,DS Non Legal,19,0,7092,48,0
44068,loan,00:00.0,11/12/2019,148,148,DS Non Legal,19,0,5302,53,0
44074,loan,00:00.0,11/12/2019,770,770,DS Non Legal,19,0,7014,53,0
44077,loan,00:00.0,11/12/2019,159,159,DS Non Legal,19,0,8028,44,0
51674,loan,00:00.0,11/12/2019,431,431,DS Non Legal,19,0,7082,68,0
51683,loan,00:00.0,11/12/2019,2807,2807,DS Non Legal,19,0,7033,60,0
51686,loan,00:00.0,11/12/2019,560,560,DS Non Legal,19,0,1481,28,0
51233,loan,00:00.0,11/12/2019,284,284,DS Non Legal,19,0,7656,47,0
51236,loan,00:00.0,11/12/2019,148,148,DS Non Legal,19,0,6620,36,0
51242,loan,00:00.0,11/12/2019,2168,2168,DS Non Legal,19,0,7088,45,0
51197,loan,00:00.0,11/12/2019,132,132,DS Non Legal,19,0,7654,43,0
51200,loan,00:00.0,11/12/2019,1658,1658,DS Non Legal,19,0,7083,33,0
51206,loan,00:00.0,11/12/2019,92,92,DS Non Legal,19,0,7140,54,0
51212,loan,00:00.0,11/12/2019,291,291,DS Non Legal,19,0,7266,42,0
51218,loan,00:00.0,11/12/2019,359,359,DS Non Legal,19,0,172,25,0
51146,loan,00:00.0,11/12/2019,307,307,DS Non Legal,19,0,6510,62,0
51152,loan,00:00.0,11/12/2019,604,604,DS Non Legal,19,0,7517,56,0
51164,loan,00:00.0,11/12/2019,118,118,DS Non Legal,19,0,2072,38,0
51179,loan,00:00.0,11/12/2019,1706,1706,DS Non Legal,19,0,7540,46,0
51182,loan,00:00.0,11/12/2019,2844,2844,DS Non Legal,19,0,7232,28,0
51374,loan,00:00.0,11/12/2019,9122,9122,DS Non Legal,19,0,7550,45,0
51380,loan,00:00.0,11/12/2019,190,190,DS Non Legal,19,0,7514,46,0
51383,loan,00:00.0,11/12/2019,2040,2040,DS Non Legal,19,0,7540,54,0
51389,loan,00:00.0,11/12/2019,1098,1098,DS Non Legal,19,0,7054,47,0
51392,loan,00:00.0,11/12/2019,7857,7857,DS Non Legal,19,0,7530,34,0
51407,loan,00:00.0,11/12/2019,452,452,DS Non Legal,19,0,7300,48,0
51746,loan,00:00.0,11/12/2019,137,137,DS Non Legal,19,0,4018,28,0
51749,loan,00:00.0,11/12/2019,148,148,DS Non Legal,19,0,2165,38,0
51341,loan,00:00.0,11/12/2019,165,165,DS Non Legal,19,0,3615,53,0
51344,loan,00:00.0,11/12/2019,2091,2091,DS Non Legal,19,0,7012,39,0
51350,loan,00:00.0,11/12/2019,414,414,DS Non Legal,19,0,7512,46,0
51353,loan,00:00.0,11/12/2019,3664,3664,DS Non Legal,19,0,7099,36,0
51356,loan,00:00.0,11/12/2019,859,859,DS Non Legal,19,0,7083,56,0
51359,loan,00:00.0,11/12/2019,1680,1680,DS Non Legal,19,0,7055,53,0
51362,loan,00:00.0,11/12/2019,213,213,DS Non Legal,19,0,7300,46,0
51365,loan,00:00.0,11/12/2019,60,60,DS Non Legal,19,0,7273,29,0
50229,loan,00:00.0,11/12/2019,426,426,DS Non Legal,19,0,7560,25,0
